13-05-2019 11:49:16.801 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper.getDefaultTestExecutionListenerClassNames - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
13-05-2019 11:49:16.834 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper.getTestExecutionListeners - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@23348b5d, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@70325e14, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@37ceb1df, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@7c9d8e2, org.springframework.test.context.support.DirtiesContextTestExecutionListener@20d525, org.springframework.test.context.transaction.TransactionalTestExecutionListener@6200f9cb, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2002fc1d, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@69453e37, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@6f4a47c7, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@ae13544, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@3d34d211, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@7dc0f706]
13-05-2019 11:49:16.987 [main] INFO  o.a.c.t.s.CamelSpringBootExecutionListener.prepareTestInstance - @RunWith(CamelSpringBootRunner.class) preparing: class com.learncamel.learncamelspringboot.route.CSVFileToDBRouteTest
13-05-2019 11:49:18.032 [main] INFO  c.l.l.route.CSVFileToDBRouteTest.logStarting - Starting CSVFileToDBRouteTest on DESKTOP-T7KCCM0 with PID 9664 (started by Owner in C:\Arnab\Architecture\Camel\LearnCamel2)
13-05-2019 11:49:18.032 [main] INFO  c.l.l.route.CSVFileToDBRouteTest.logStartupProfileInfo - The following profiles are active: dev
13-05-2019 11:49:20.280 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization - Bean 'org.apache.camel.spring.boot.CamelAutoConfiguration' of type [org.apache.camel.spring.boot.CamelAutoConfiguration$$EnhancerBySpringCGLIB$$dcfb2c32] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-05-2019 11:49:20.295 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$bad16613] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-05-2019 11:49:20.492 [main] INFO  c.l.l.config.DbConfig.dataSource - ---------Method DataSource dataSource---- 
13-05-2019 11:49:21.539 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor.initialize - Initializing ExecutorService 'applicationTaskExecutor'
13-05-2019 11:49:22.116 [main] INFO  o.a.c.i.c.DefaultTypeConverter.doStart - Type converters loaded (core: 195, classpath: 1)
